id,price
0,90.24372444413082
1,49.82011999138152
2,45.319409542529215
3,32.42128777270933
4,16.570932025419772
5,23.107477454280577
6,12.290132120509154
7,10.327076412208404
8,15.694988432667431
9,49.161834260326714
10,19.244471348966034
11,48.35571871962436
12,13.164568532576325
13,16.08712702822155
14,26.35055299645381
15,32.13254754100942
16,93.91830910816832
17,42.12093662907725
18,13.567708521487974
19,28.3642453554977
20,11.419188434009081
21,15.672231964289912
22,24.590611374829695
23,14.833985396227687
24,59.749715614155214
25,53.23675432202605
26,28.219315168941737
27,41.14816819655718
28,20.382036612423864
29,35.27246801398256
30,27.634682468679298
31,97.12149265210415
32,25.075666588827794
33,57.28801315845245
34,18.694913416514165
35,66.51138147117584
36,10.938165832448638
37,33.493134806620176
38,8.959874580499264
39,24.19730586857591
40,25.462405957233862
41,58.483522372895294
42,26.132103763017657
43,43.21757011842676
44,14.536804087864033
45,21.52598679113165
46,33.97341218739887
47,24.460370824073912
48,24.557758804449442
49,49.55333621336916
50,11.850608975742702
51,24.673878952135237
52,28.471288150747743
53,12.602676901669595
54,19.32473111964009
55,24.254510367379957
56,133.0914374803472
57,14.463649545055421
58,20.69772020280729
59,16.446741936318702
60,57.70088272028998
61,30.24439441647453
62,22.747684857389807
63,69.5757440568199
64,17.882446088215993
65,26.88370532282798
66,20.333665634081825
67,46.743465323877885
68,13.157206632766274
69,66.34135195852491
70,20.325380186535106
71,9.07279623858143
72,12.348269213289766
73,17.189874462025696
74,23.59334578261499
75,55.01972725010659
76,30.19097285985281
77,10.904664931995137
78,28.19940244988007
79,30.49190488041384
80,21.49077210683628
81,11.31880034331692
82,12.894503852183082
83,29.62390466228843
84,43.001828027380206
85,18.426057595456076
86,56.101347058649154
87,28.099896816107755
88,20.233586934674815
89,26.3827045927873
90,13.545207836768004
91,66.48178658197311
92,28.89497425477899
93,32.39326157317401
94,19.362083537308497
95,27.373010060293606
96,12.569976039135538
97,28.687572637497492
98,18.749746493412683
99,20.085436752804604
100,20.517157403720468
101,35.59154655119483
102,23.037547898014747
103,18.11315440561758
104,20.58672167766765
105,16.672405287981313
106,78.13931596424118
107,76.0354036831997
108,14.533449207786854
109,27.32913701144235
110,19.407779121331664
111,13.50639782819204
112,25.092843564448447
113,23.700747658565362
114,34.305668649584035
115,34.219319678118644
116,17.13817734045475
117,46.26007191926048
118,28.30155333205442
119,18.56712333408667
120,20.386983873831383
121,43.940604453449666
122,12.81507076695312
123,41.656879725006505
124,66.82776288827773
125,19.89586403099369
126,25.516216346028553
127,20.146934597552235
128,16.400049295722688
129,21.172484497147103
130,21.570001105346048
131,15.139905020771826
132,22.733627879088747
133,12.321652211471337
134,20.66184458281561
135,18.336187791287
